Time (s),Vehicle Count
17.952380952380953,3
18.0,5
18.047619047619047,5
18.095238095238095,4
18.142857142857142,4
18.19047619047619,3
18.238095238095237,3
18.285714285714285,3
18.333333333333332,4
18.38095238095238,4
18.428571428571427,4
18.476190476190474,4
18.523809523809526,5
18.571428571428573,5
18.61904761904762,4
18.666666666666668,5
18.714285714285715,4
18.761904761904763,4
18.80952380952381,4
18.857142857142858,5
18.904761904761905,6
18.952380952380953,5
19.0,7
19.047619047619047,6
19.095238095238095,6
19.142857142857142,6
19.19047619047619,7
19.238095238095237,5
19.285714285714285,5
19.333333333333332,6
19.38095238095238,6
19.428571428571427,6
19.476190476190474,6
19.523809523809526,6
19.571428571428573,7
19.61904761904762,5
19.666666666666668,5
19.714285714285715,5
19.761904761904763,5
19.80952380952381,5
19.857142857142858,5
19.904761904761905,5
19.952380952380953,5
20.0,5
20.047619047619047,5
20.095238095238095,5
20.142857142857142,5
20.19047619047619,5
20.238095238095237,6
20.285714285714285,6
20.333333333333332,6
20.38095238095238,6
20.428571428571427,5
20.476190476190474,6
20.523809523809526,4
20.571428571428573,5
20.61904761904762,5
20.666666666666668,4
20.714285714285715,6
20.761904761904763,6
20.80952380952381,5
20.857142857142858,5
20.904761904761905,5
20.952380952380953,6
21.0,5
21.047619047619047,6
21.095238095238095,6
21.142857142857142,5
21.19047619047619,5
21.238095238095237,6
21.285714285714285,5
21.333333333333332,6
21.38095238095238,6
21.428571428571427,6
21.476190476190474,5
21.523809523809526,5
21.571428571428573,5
21.61904761904762,5
21.666666666666668,6
21.714285714285715,5
21.761904761904763,6
21.80952380952381,6
21.857142857142858,5
21.904761904761905,6
21.952380952380953,6
22.0,6
22.047619047619047,5
22.095238095238095,5
22.142857142857142,5
22.19047619047619,4
22.238095238095237,4
22.285714285714285,5
22.333333333333332,4
22.38095238095238,4
22.428571428571427,4
22.476190476190474,4
22.523809523809526,4
22.571428571428573,4
22.61904761904762,4
22.666666666666668,4
22.714285714285715,4
22.761904761904763,4
22.80952380952381,4
22.857142857142858,3
22.904761904761905,4
22.952380952380953,3
23.0,3
23.047619047619047,3
23.095238095238095,3
23.142857142857142,3
23.19047619047619,3
23.238095238095237,3
23.285714285714285,3
23.333333333333332,3
23.38095238095238,3
23.428571428571427,3
23.476190476190474,4
23.523809523809526,5
23.571428571428573,5
23.61904761904762,5
23.666666666666668,4
23.714285714285715,4
23.761904761904763,4
23.80952380952381,3
23.857142857142858,3
23.904761904761905,3
23.952380952380953,3
24.0,3
24.047619047619047,3
24.095238095238095,3
24.142857142857142,3
24.19047619047619,3
24.238095238095237,3
24.285714285714285,3
24.333333333333332,3
24.38095238095238,4
24.428571428571427,3
24.476190476190474,3
24.523809523809526,4
24.571428571428573,3
24.61904761904762,3
24.666666666666668,4
24.714285714285715,4
24.761904761904763,4
24.80952380952381,4
24.857142857142858,4
24.904761904761905,4
24.952380952380953,4
25.0,4
25.047619047619047,4
25.095238095238095,4
25.142857142857142,4
25.19047619047619,4
25.238095238095237,4
25.285714285714285,4
25.333333333333332,4
25.38095238095238,4
25.428571428571427,4
25.476190476190474,4
25.523809523809526,4
25.571428571428573,4
25.61904761904762,4
25.666666666666668,4
25.714285714285715,4
25.761904761904763,5
25.80952380952381,5
25.857142857142858,5
25.904761904761905,5
25.952380952380953,5
26.0,5
26.047619047619047,5
26.095238095238095,5
26.142857142857142,5
26.19047619047619,5
26.238095238095237,4
26.285714285714285,5
26.333333333333332,6
26.38095238095238,5
26.428571428571427,5
26.476190476190474,5
26.523809523809526,5
26.571428571428573,5
26.61904761904762,4
26.666666666666668,4
26.714285714285715,4
26.761904761904763,4
26.80952380952381,4
26.857142857142858,4
26.904761904761905,4
26.952380952380953,4
27.0,4
27.047619047619047,4
27.095238095238095,4
27.142857142857142,4
27.19047619047619,4
27.238095238095237,4
27.285714285714285,4
27.333333333333332,4
27.38095238095238,4
27.428571428571427,4
27.476190476190474,4
27.523809523809526,4
27.571428571428573,4
27.61904761904762,4
27.666666666666668,4
27.714285714285715,4
27.761904761904763,4
27.80952380952381,4
27.857142857142858,4
27.904761904761905,4
27.952380952380953,4
28.0,4
28.047619047619047,4
28.095238095238095,4
28.142857142857142,4
28.19047619047619,4
28.238095238095237,4
28.285714285714285,4
28.333333333333332,4
28.38095238095238,4
28.428571428571427,4
28.476190476190474,4
28.523809523809526,4
28.571428571428573,4
28.61904761904762,4
28.666666666666668,4
28.714285714285715,4
28.761904761904763,4
28.80952380952381,4
28.857142857142858,4
28.904761904761905,4
28.952380952380953,4
29.0,4
29.047619047619047,4
29.095238095238095,4
29.142857142857142,4
29.19047619047619,4
29.238095238095237,4
29.285714285714285,4
29.333333333333332,4
29.38095238095238,4
29.428571428571427,4
29.476190476190474,4
29.523809523809526,4
29.571428571428573,4
29.61904761904762,4
29.666666666666668,4
29.714285714285715,4
29.761904761904763,4
29.80952380952381,4
29.857142857142858,3
29.904761904761905,3
29.952380952380953,3
30.0,4
30.047619047619047,4
30.095238095238095,4
30.142857142857142,4
30.19047619047619,4
30.238095238095237,4
30.285714285714285,4
30.333333333333332,4
30.38095238095238,4
30.428571428571427,4
30.476190476190474,3
30.523809523809526,3
30.571428571428573,3
30.61904761904762,3
30.666666666666668,3
30.714285714285715,3
30.761904761904763,3
30.80952380952381,3
30.857142857142858,4
30.904761904761905,4
30.952380952380953,4
31.0,4
31.047619047619047,4
31.095238095238095,4
31.142857142857142,4
31.19047619047619,4
31.238095238095237,4
31.285714285714285,4
31.333333333333332,4
31.38095238095238,4
31.428571428571427,4
31.476190476190474,4
31.523809523809526,4
31.571428571428573,4
31.61904761904762,4
31.666666666666668,4
31.714285714285715,4
31.761904761904763,4
31.80952380952381,5
31.857142857142858,5
31.904761904761905,5
31.952380952380953,5
32.0,5
32.04761904761905,5
32.095238095238095,5
32.142857142857146,5
32.19047619047619,5
32.23809523809524,5
32.285714285714285,5
32.333333333333336,5
32.38095238095238,5
32.42857142857143,4
32.476190476190474,4
32.523809523809526,4
32.57142857142857,4
32.61904761904762,4
32.666666666666664,4
32.714285714285715,4
32.76190476190476,4
32.80952380952381,4
32.857142857142854,4
32.904761904761905,4
32.95238095238095,4
33.0,5
33.04761904761905,5
33.095238095238095,5
33.142857142857146,4
33.19047619047619,4
33.23809523809524,4
33.285714285714285,4
33.333333333333336,4
33.38095238095238,4
33.42857142857143,4
33.476190476190474,4
33.523809523809526,4
33.57142857142857,4
33.61904761904762,4
33.666666666666664,4
33.714285714285715,4
33.76190476190476,4
33.80952380952381,4
33.857142857142854,5
33.904761904761905,5
33.95238095238095,5
34.0,5
34.04761904761905,5
34.095238095238095,5
34.142857142857146,5
34.19047619047619,5
34.23809523809524,5
34.285714285714285,5
34.333333333333336,5
34.38095238095238,5
34.42857142857143,5
34.476190476190474,5
34.523809523809526,5
34.57142857142857,5
34.61904761904762,5
34.666666666666664,5
34.714285714285715,5
34.76190476190476,5
34.80952380952381,6
34.857142857142854,5
34.904761904761905,5
34.95238095238095,5
35.0,5
35.04761904761905,5
35.095238095238095,5
35.142857142857146,5
35.19047619047619,5
35.23809523809524,5
35.285714285714285,5
35.333333333333336,5
35.38095238095238,5
35.42857142857143,5
35.476190476190474,5
35.523809523809526,5
35.57142857142857,5
35.61904761904762,5
35.666666666666664,6
35.714285714285715,6
35.76190476190476,6
35.80952380952381,6
35.857142857142854,6
35.904761904761905,6
35.95238095238095,6
36.0,6
36.04761904761905,6
36.095238095238095,6
36.142857142857146,6
36.19047619047619,7
36.23809523809524,7
36.285714285714285,7
36.333333333333336,6
36.38095238095238,6
36.42857142857143,6
36.476190476190474,6
36.523809523809526,5
36.57142857142857,5
36.61904761904762,6
36.666666666666664,6
36.714285714285715,6
36.76190476190476,5
36.80952380952381,6
36.857142857142854,7
36.904761904761905,6
36.95238095238095,6
37.0,6
37.04761904761905,6
37.095238095238095,7
37.142857142857146,5
37.19047619047619,5
37.23809523809524,6
37.285714285714285,4
37.333333333333336,5
37.38095238095238,5
37.42857142857143,6
37.476190476190474,6
37.523809523809526,6
37.57142857142857,6
37.61904761904762,5
37.666666666666664,5
37.714285714285715,6
37.76190476190476,7
37.80952380952381,7
37.857142857142854,7
37.904761904761905,7
37.95238095238095,7
38.0,7
38.04761904761905,7
38.095238095238095,7
38.142857142857146,4
38.19047619047619,6
38.23809523809524,6
38.285714285714285,6
38.333333333333336,6
38.38095238095238,6
38.42857142857143,8
38.476190476190474,8
38.523809523809526,8
38.57142857142857,8
38.61904761904762,7
38.666666666666664,7
38.714285714285715,8
38.76190476190476,7
38.80952380952381,8
38.857142857142854,7
38.904761904761905,7
38.95238095238095,7
39.0,6
39.04761904761905,7
39.095238095238095,7
39.142857142857146,7
39.19047619047619,6
39.23809523809524,7
39.285714285714285,7
39.333333333333336,6
39.38095238095238,6
39.42857142857143,6
39.476190476190474,5
39.523809523809526,6
39.57142857142857,6
39.61904761904762,5
39.666666666666664,6
39.714285714285715,6
39.76190476190476,6
39.80952380952381,5
39.857142857142854,5
39.904761904761905,5
39.95238095238095,5
40.0,3
40.04761904761905,5
40.095238095238095,6
40.142857142857146,6
40.19047619047619,6
40.23809523809524,6
40.285714285714285,7
40.333333333333336,6
40.38095238095238,6
40.42857142857143,4
40.476190476190474,3
40.523809523809526,4
40.57142857142857,3
40.61904761904762,4
40.666666666666664,6
40.714285714285715,6
40.76190476190476,6
40.80952380952381,6
40.857142857142854,5
40.904761904761905,5
40.95238095238095,4
41.0,5
41.04761904761905,6
41.095238095238095,7
41.142857142857146,5
41.19047619047619,5
41.23809523809524,4
41.285714285714285,4
41.333333333333336,4
41.38095238095238,6
41.42857142857143,4
41.476190476190474,7
41.523809523809526,7
41.57142857142857,4
41.61904761904762,5
41.666666666666664,4
41.714285714285715,5
41.76190476190476,6
41.80952380952381,7
41.857142857142854,7
41.904761904761905,8
41.95238095238095,8
42.0,6
42.04761904761905,5
42.095238095238095,7
42.142857142857146,6
42.19047619047619,6
42.23809523809524,6
42.285714285714285,6
42.333333333333336,7
42.38095238095238,6
42.42857142857143,6
42.476190476190474,5
42.523809523809526,4
42.57142857142857,6
42.61904761904762,5
42.666666666666664,5
42.714285714285715,6
42.76190476190476,6
42.80952380952381,5
42.857142857142854,6
42.904761904761905,5
42.95238095238095,6
43.0,5
43.04761904761905,5
43.095238095238095,6
43.142857142857146,6
43.19047619047619,6
43.23809523809524,8
43.285714285714285,8
43.333333333333336,8
43.38095238095238,7
43.42857142857143,7
43.476190476190474,7
43.523809523809526,8
43.57142857142857,7
43.61904761904762,7
43.666666666666664,7
43.714285714285715,7
43.76190476190476,7
43.80952380952381,7
43.857142857142854,7
43.904761904761905,7
43.95238095238095,6
44.0,6
44.04761904761905,6
44.095238095238095,6
44.142857142857146,6
44.19047619047619,7
44.23809523809524,7
44.285714285714285,7
44.333333333333336,7
44.38095238095238,7
44.42857142857143,7
44.476190476190474,6
44.523809523809526,5
44.57142857142857,5
44.61904761904762,5
44.666666666666664,5
44.714285714285715,6
44.76190476190476,5
44.80952380952381,5
44.857142857142854,5
44.904761904761905,5
44.95238095238095,6
45.0,6
45.04761904761905,7
45.095238095238095,6
45.142857142857146,5
45.19047619047619,7
45.23809523809524,6
45.285714285714285,6
45.333333333333336,6
45.38095238095238,7
45.42857142857143,7
45.476190476190474,7
45.523809523809526,7
45.57142857142857,6
45.61904761904762,7
45.666666666666664,7
45.714285714285715,6
45.76190476190476,7
45.80952380952381,6
45.857142857142854,6
45.904761904761905,7
45.95238095238095,6
46.0,6
46.04761904761905,6
46.095238095238095,5
46.142857142857146,5
46.19047619047619,7
46.23809523809524,7
46.285714285714285,5
46.333333333333336,5
46.38095238095238,5
46.42857142857143,5
46.476190476190474,5
46.523809523809526,5
46.57142857142857,5
46.61904761904762,7
46.666666666666664,6
46.714285714285715,6
46.76190476190476,4
46.80952380952381,5
46.857142857142854,5
46.904761904761905,6
46.95238095238095,6
47.0,6
47.04761904761905,6
47.095238095238095,6
47.142857142857146,5
47.19047619047619,5
47.23809523809524,5
47.285714285714285,5
47.333333333333336,6
47.38095238095238,5
47.42857142857143,6
47.476190476190474,5
47.523809523809526,5
47.57142857142857,5
47.61904761904762,6
47.666666666666664,6
47.714285714285715,5
47.76190476190476,6
47.80952380952381,5
47.857142857142854,5
47.904761904761905,5
47.95238095238095,5
48.0,6
48.04761904761905,6
48.095238095238095,7
48.142857142857146,6
48.19047619047619,5
48.23809523809524,6
48.285714285714285,6
48.333333333333336,5
48.38095238095238,5
48.42857142857143,4
48.476190476190474,5
48.523809523809526,4
48.57142857142857,5
48.61904761904762,6
48.666666666666664,7
48.714285714285715,7
48.76190476190476,5
48.80952380952381,5
48.857142857142854,6
48.904761904761905,6
48.95238095238095,6
49.0,6
49.04761904761905,7
49.095238095238095,7
49.142857142857146,9
49.19047619047619,8
49.23809523809524,7
49.285714285714285,7
49.333333333333336,7
49.38095238095238,5
49.42857142857143,5
49.476190476190474,7
49.523809523809526,7
49.57142857142857,5
49.61904761904762,6
49.666666666666664,6
49.714285714285715,7
49.76190476190476,6
49.80952380952381,6
49.857142857142854,7
49.904761904761905,7
49.95238095238095,6
50.0,5
50.04761904761905,5
50.095238095238095,5
50.142857142857146,7
50.19047619047619,5
50.23809523809524,5
50.285714285714285,6
50.333333333333336,6
50.38095238095238,6
50.42857142857143,6
50.476190476190474,6
50.523809523809526,6
50.57142857142857,6
50.61904761904762,6
50.666666666666664,7
50.714285714285715,5
50.76190476190476,5
50.80952380952381,4
50.857142857142854,5
50.904761904761905,5
50.95238095238095,4
51.0,6
51.04761904761905,4
51.095238095238095,5
51.142857142857146,5
51.19047619047619,4
51.23809523809524,4
51.285714285714285,6
51.333333333333336,5
51.38095238095238,6
51.42857142857143,6
51.476190476190474,6
51.523809523809526,7
51.57142857142857,6
51.61904761904762,7
51.666666666666664,7
51.714285714285715,6
51.76190476190476,7
51.80952380952381,7
51.857142857142854,7
51.904761904761905,7
51.95238095238095,7
52.0,7
52.04761904761905,7
52.095238095238095,7
52.142857142857146,8
52.19047619047619,8
52.23809523809524,5
52.285714285714285,6
52.333333333333336,6
52.38095238095238,6
52.42857142857143,6
52.476190476190474,7
52.523809523809526,7
52.57142857142857,6
52.61904761904762,5
52.666666666666664,4
52.714285714285715,4
52.76190476190476,3
52.80952380952381,4
52.857142857142854,3
52.904761904761905,3
52.95238095238095,3
53.0,2
53.04761904761905,2
53.095238095238095,3
53.142857142857146,5
53.19047619047619,4
53.23809523809524,6
53.285714285714285,6
53.333333333333336,6
53.38095238095238,9
53.42857142857143,5
53.476190476190474,3
53.523809523809526,4
53.57142857142857,3
53.61904761904762,1
53.666666666666664,1
53.714285714285715,2
53.76190476190476,4
53.80952380952381,3
53.857142857142854,3
53.904761904761905,2
53.95238095238095,4
54.0,4
54.04761904761905,3
54.095238095238095,4
54.142857142857146,4
54.19047619047619,5
54.23809523809524,4
54.285714285714285,4
54.333333333333336,4
54.38095238095238,2
54.42857142857143,2
54.476190476190474,2
54.523809523809526,2
54.57142857142857,3
54.61904761904762,3
54.666666666666664,2
54.714285714285715,3
54.76190476190476,3
54.80952380952381,3
54.857142857142854,2
54.904761904761905,2
54.95238095238095,2
55.0,4
55.04761904761905,4
55.095238095238095,3
55.142857142857146,3
55.19047619047619,4
55.23809523809524,4
55.285714285714285,3
55.333333333333336,2
55.38095238095238,2
55.42857142857143,2
55.476190476190474,2
55.523809523809526,2
55.57142857142857,1
55.61904761904762,2
55.666666666666664,2
55.714285714285715,2
55.76190476190476,2
55.80952380952381,2
55.857142857142854,2
55.904761904761905,1
55.95238095238095,2
56.0,2
56.04761904761905,2
56.095238095238095,2
56.142857142857146,2
56.19047619047619,2
56.23809523809524,1
56.285714285714285,2
56.333333333333336,1
56.38095238095238,2
56.42857142857143,2
56.476190476190474,2
56.523809523809526,3
56.57142857142857,3
56.61904761904762,3
56.666666666666664,3
56.714285714285715,2
56.76190476190476,2
56.80952380952381,2
56.857142857142854,2
56.904761904761905,2
56.95238095238095,3
57.0,3
57.04761904761905,3
57.095238095238095,3
57.142857142857146,3
57.19047619047619,3
57.23809523809524,4
57.285714285714285,4
57.333333333333336,4
57.38095238095238,4
57.42857142857143,4
57.476190476190474,4
57.523809523809526,4
57.57142857142857,4
57.61904761904762,4
57.666666666666664,3
57.714285714285715,4
57.76190476190476,3
57.80952380952381,3
57.857142857142854,3
57.904761904761905,3
57.95238095238095,3
58.0,3
58.04761904761905,3
58.095238095238095,4
58.142857142857146,4
58.19047619047619,3
58.23809523809524,3
58.285714285714285,3
58.333333333333336,1
58.38095238095238,1
58.42857142857143,1
58.476190476190474,1
58.523809523809526,1
58.57142857142857,3
58.61904761904762,2
58.666666666666664,2
58.714285714285715,3
58.76190476190476,3
58.80952380952381,2
58.857142857142854,4
58.904761904761905,6
58.95238095238095,5
59.0,4
59.04761904761905,1
59.095238095238095,2
59.142857142857146,2
59.19047619047619,2
59.23809523809524,3
59.285714285714285,2
59.333333333333336,3
59.38095238095238,3
59.42857142857143,0
59.476190476190474,1
59.523809523809526,1
59.57142857142857,2
59.61904761904762,2
59.666666666666664,4
59.714285714285715,3
59.76190476190476,3
59.80952380952381,2
59.857142857142854,3
59.904761904761905,3
59.95238095238095,3
60.0,3
60.04761904761905,2
60.095238095238095,2
60.142857142857146,2
60.19047619047619,3
60.23809523809524,3
60.285714285714285,3
60.333333333333336,3
60.38095238095238,3
60.42857142857143,2
60.476190476190474,2
60.523809523809526,2
60.57142857142857,2
60.61904761904762,2
60.666666666666664,3
60.714285714285715,3
60.76190476190476,3
60.80952380952381,2
60.857142857142854,2
60.904761904761905,2
60.95238095238095,2
61.0,1
61.04761904761905,3
61.095238095238095,4
